Code,Name,Pinyin,Current_date,Net_value,Gross_value,Day_rate,One_week,One_month,Three_month,Six_month,One_year,Two_year,Three_year,From_this_y,From_establish,Establish_date,,,Management_rate,Discounted_m_r,,Discounted_m_r,,
620003,金元顺安丰利债券,JYSAFLZQ,2019-02-22,1.05,1.3390,0.7678,1.4493,2.6393,3.7950,4.0835,2.5627,7.8830,8.2874,4.8951,36.4069,2009-03-23,1,1.6836,0.60%,0.06%,1,0.06%,1,39.6636
620002,金元顺安成长动力混合,JYSACZDLHH,2019-02-22,0.8740,1.0940,4.4205,8.0346,12.0513,8.3023,1.5099,-16.0422,-9.7107,-22.9956,17.0013,5.3811,2008-09-03,1,-19.9808,1.50%,0.15%,1,0.15%,1,2.7027
620001,金元顺安宝石动力混合,JYSABSDLHH,2019-02-22,1.1018,1.1618,1.4829,3.2324,8.4448,8.3062,5.6072,-7.3806,9.2946,0.7682,11.8578,16.5272,2007-08-15,1,-8.5743,1.50%,0.15%,1,0.15%,1,32.4755
610103,信达澳银稳定价值债B,XDAYWDJZZB,2019-02-22,1.0940,1.5590,0,0,0.2750,1.0157,1.8622,5.4696,5.3695,5.3895,0.6440,58.5058,2009-04-08,1,5.4696,0.00%,0.00%,,0.00%,0,40.3949
610007,信达澳银消费优选混合,XDAYXFYXHH,2019-02-22,1.0520,1.5420,2.5341,6.4778,12.9969,9.3556,-2.5926,-23.9884,-21.1985,-21.9584,15.6045,40.4586,2012-09-04,1,-25.7225,1.50%,0.15%,1,0.15%,1,12.3669
610006,信达澳银产业升级混合,XDAYCYSJHH,2019-02-22,1.0260,1.4960,2.8056,7.2101,13.7472,9.9679,-1.8182,-20.4034,-26.5043,-18.1705,16.1948,46.6384,2011-06-13,1,-22.4204,1.50%,0.15%,1,0.15%,1,42.7833
610005,信达澳银红利回报混合,XDAYHLHBHH,2019-02-22,0.7330,0.9330,2.2315,4.5649,11.2291,3.6776,-2.0053,-18.7361,-29.2471,-22.2092,13.2922,-12.4359,2010-07-28,1,-20.2883,1.50%,0.15%,1,0.15%,1,7.5570
610004,信达澳银中小盘混合,XDAYZXPHH,2019-02-22,1.2350,1.2350,2.5748,6.0997,13.5110,11.9674,10.3664,2.5748,0.6520,11.3616,15.4206,23.50,2009-12-01,1,-0.0831,1.50%,0.15%,1,0.15%,1,32.0856
610003,信达澳银稳定价值债A,XDAYWDJZZA,2019-02-22,1.14,1.6250,0,0,0.3521,1.1535,2.1505,6.0019,6.3888,6.9454,0.7957,65.7653,2009-04-08,1,6.0019,0.80%,0.08%,1,0.08%,1,43.7687
610002,信达澳银精华配置,XDAYJHPZ,2019-02-22,1.3960,2.2760,3.2544,7.5501,15.9468,18.5059,17.2124,8.8923,25.9928,35.5790,23.2127,189.9618,2008-07-30,1,4.3682,1.50%,0.15%,1,0.15%,1,88.1897
610001,信达澳银领先增长混合,XDAYLXZZHH,2019-02-22,1.0732,1.6253,3.4509,7.5890,13.7467,7.8051,0.3647,-10.3062,6.6533,11.3107,16.3739,62.0451,2007-03-08,1,-13.5907,1.50%,0.15%,1,0.15%,1,20.6782
590010,中邮稳定收益债券C,ZYWDSYZQC,2019-02-22,1.12,1.4090,0.0894,0.0894,0.4485,1.8182,3.7315,6.7824,9.1608,10.1259,1.2658,46.3926,2012-11-21,1,6.6871,0.00%,0.00%,,0.00%,0,37.1253
590009,中邮稳定收益债券A,ZYWDSYZQA,2019-02-22,1.1330,1.4330,0.0883,0.0884,0.4433,1.8885,3.8818,7.0695,9.8089,11.2513,1.2511,49.1974,2012-11-21,1,6.9750,0.80%,0.08%,1,0.08%,1,39.2203
590008,中邮战略新兴产业混合,ZYZLXXCYHH,2019-02-22,3.2590,3.2590,3.0025,5.9493,12.3406,8.8510,6.7475,-0.3973,-27.4003,-39.9373,15.5264,225.90,2012-06-12,1,-3.5758,1.50%,0.15%,1,0.15%,1,42.0663
590007,中邮上证380指数增强,ZYSZ380ZSZQ,2019-02-22,0.8940,1.4040,1.5909,3.9535,7.7108,3.9535,-2.0811,-16.6822,-26.1888,-25.4450,10.6436,33.0967,2011-11-22,1,-17.8006,1.20%,0.12%,1,0.12%,1,15.8143
590006,中邮中小盘灵活配置混合,ZYZXPLHPZHH,2019-02-22,1.4580,1.79,2.3158,4.8921,10.2874,9.2134,6.7350,-8.5750,-9.4723,-9.2848,13.5514,75.2617,2011-05-10,1,-10.8324,1.50%,0.15%,1,0.15%,1,59.1841
590005,中邮核心主题混合,ZYHXZTHH,2019-02-22,1.3640,1.5240,3.4117,6.3133,10.4453,7.8260,1.7151,-24.0957,-22.4560,-21.1561,14.3336,57.5816,2010-05-19,1,-27.0451,1.50%,0.15%,1,0.15%,1,32.2987
590003,中邮核心优势,ZYHXYS,2019-02-22,1.2660,1.4460,0.8765,3.1785,8.0205,3.6007,1.1990,-3.8725,-27.9864,-28.6761,9.9913,49.1686,2009-10-28,1,-5.0873,1.50%,0.15%,1,0.15%,1,12.9349
590002,中邮核心成长混合,ZYHXCZHH,2019-02-22,0.5727,0.5727,1.9039,5.84,11.7245,8.1791,2.5425,-14.5989,-19.0416,-29.2001,14.7236,-42.73,2007-08-17,1,-16.3287,1.50%,0.15%,1,0.15%,1,11.8555
590001,中邮核心优选混合,ZYHXYXHH,2019-02-22,1.0842,2.3042,3.2768,6.4402,13.0435,9.7479,2.7872,-15.9209,-14.5761,-17.6390,15.5247,118.8691,2006-09-28,1,-18.7204,1.50%,0.15%,1,0.15%,1,-2.5701
585001,东吴中证新兴指数,DWZZXXZS,2019-02-22,1.0050,1.0050,2.3422,5.4565,13.0484,6.9149,0.1994,-14.8305,-12.4564,-7.4586,15.9170,0.50,2011-02-01,1,-16.6949,1.20%,0.12%,1,0.12%,1,18.7943
582202,东吴增利债券C,DWZLZQC,2019-02-22,1.12,1.43,0,0,0.3585,1.4493,2.3766,5.2632,10.0197,14.9798,0.9919,47.6016,2011-07-27,1,5.2632,0.00%,0.00%,,0.00%,0,37.9980
582201,东吴优信稳健债券C,DWYXWJZQC,2019-02-22,0.9868,0.9988,0.0304,0.7042,-2.6055,-6.5530,-9.1010,-11.2350,-8.0506,-8.7563,-4.8317,-2.2708,2009-06-15,1,-11.2530,0.00%,0.00%,,0.00%,0,-0.1315
582003,东吴配置优化灵活配置混合,DWPZYHLHPZHH,2019-02-22,0.9196,1.1436,3.3955,6.5585,11.4532,2.2914,-9.6394,-20.3603,-8.0577,-3.8675,10.3035,9.6872,2012-08-13,1,-23.3654,1.50%,0.15%,1,0.15%,1,11.0194
582002,东吴增利债券A,DWZLZQA,2019-02-22,1.1310,1.4710,0,0,0.3549,1.5260,2.5385,5.2093,10.3414,16.7152,0.9821,52.5969,2011-07-27,1,5.2093,0.80%,0.08%,1,0.08%,1,41.1805
582001,东吴优信稳健债券A,DWYXWJZQA,2019-02-22,1.0242,1.0362,0.0391,0.7179,-2.5777,-6.4828,-8.9357,-10.8926,-7.3206,-7.6715,-4.7787,3.6340,2008-11-05,1,-10.9188,0.80%,0.08%,1,0.08%,1,1.7788
580009,东吴多策略灵活配置混合,DWDCLLHPZHH,2019-02-22,0.9279,1.6909,2.5644,5.5391,10.7147,6.8886,4.1414,-6.4806,11.6966,0.9426,14.6263,72.6118,2013-01-30,1,-8.8692,1.50%,0.15%,1,0.15%,1,38.0894
580008,东吴新产业精选混合,DWXCYJXHH,2019-02-22,1.5680,1.5680,1.3575,4.8829,10.9696,10.2672,6.8120,-6.0515,-7.4380,-17.6903,18.0723,56.80,2011-09-28,1,-7.1300,1.50%,0.15%,1,0.15%,1,16.0622
580007,东吴安享量化混合,DWAXLHHH,2019-02-22,0.9770,1.5570,2.1967,4.9409,9.6521,6.1956,2.9505,-8.9469,7.0363,4.8185,13.4727,60.5743,2010-06-29,1,-10.9040,1.50%,0.15%,1,0.15%,1,41.71
580006,东吴新经济混合,DWXJJHH,2019-02-22,0.81,1.20,2.2727,4.9223,10.0543,8.5791,6.5790,-10.3982,-14.6470,-21.12,13.7640,12.2463,2009-12-30,1,-12.5000,1.50%,0.15%,1,0.15%,1,24.9959
580005,东吴进取策略混合,DWJQCLHH,2019-02-22,0.9246,1.4446,2.0642,4.3213,8.2923,5.8985,5.8258,-1.6802,-4.9718,-2.3628,10.6246,43.5315,2009-05-06,1,-3.7644,1.50%,0.15%,1,0.15%,1,18.4202
580003,东吴行业轮动混合,DWHYLDHH,2019-02-22,0.5373,0.6173,3.0297,6.6706,13.8347,8.6991,-3.7958,-27.9952,-29.0880,-23.6356,17.70,-42.7360,2008-04-23,1,-30.7291,1.50%,0.15%,1,0.15%,1,-0.6472
580002,东吴双动力混合,DWSDLHH,2019-02-22,0.5833,1.6461,4.5341,8.8246,16.2878,9.4987,-1.9335,-21.8516,-26.0616,-39.3917,17.5297,31.5328,2006-12-15,1,-25.7234,1.50%,0.15%,1,0.15%,1,-35.6619
580001,东吴嘉禾优势精选混合,DWJHYSJXHH,2019-02-22,0.7356,2.4556,1.8978,5.1458,11.6576,9.6437,6.7170,-4.6903,-9.7313,-4.6409,14.2059,190.7399,2005-02-01,1,-6.6080,1.50%,0.15%,1,0.15%,1,-6.7799
573003,诺德增强收益债券,NDZQSYZQ,2019-02-22,1.1290,1.1560,0.0887,0.2664,1.0742,1.5288,5.5139,6.8117,4.5370,0.8936,1.5288,15.8885,2009-03-04,1,6.7172,0.00%,0.00%,,0.00%,0,12.0040
571002,诺德主题灵活配置,NDZTLHPZ,2019-02-22,1.3429,2.0629,1.3739,3.2047,9.0282,3.8111,-7.1878,-16.3927,-4.6256,-0.8995,10.3270,101.6596,2008-11-05,1,-16.7787,1.50%,0.15%,1,0.15%,1,61.8716
570008,诺德周期策略混合,NDZQCLHH,2019-02-22,1.3320,2.2270,1.8349,2.7778,7.7670,3.4652,-0.3182,-15.43,3.8037,13.9234,9.7199,127.3911,2012-03-21,1,-16.6363,1.50%,0.15%,1,0.15%,1,98.4216
570007,诺德优选30混合,NDYX30HH,2019-02-22,1.37,1.37,0.1462,0.9580,3.0075,0.2195,-6.2927,-7.3698,7.2827,10.3948,3.2404,37,2011-05-05,1,-6.9642,1.50%,0.15%,1,0.15%,1,48.59
570006,诺德中小盘混合,NDZXPHH,2019-02-22,1.1650,1.6950,2.8244,5.8129,10.1134,10.7415,4.4843,-12.4060,-5.7443,-8.9843,13.2167,57.4611,2010-06-28,1,-14.7368,1.50%,0.15%,1,0.15%,1,32.6995
570005,诺德成长优势混合,NDCZYSHH,2019-02-22,1.7730,2.6930,1.0832,2.7231,6.6787,4.0493,-2.3140,-8.9368,14.4609,22.2786,7.7157,180.0179,2009-09-22,1,-9.7072,1.50%,0.15%,1,0.15%,1,152.2684
570001,诺德价值优势混合,NDJZYSHH,2019-02-22,1.6028,1.6028,1.4430,3.2998,8.5026,5.3296,0.1562,-15.2630,16.3557,29.2060,11.2206,60.28,2007-04-19,1,-16.0930,1.50%,0.15%,1,0.15%,1,89.2326
560006,益民核心增长混合,YMHXZZHH,2019-02-22,1.2980,1.2980,0.4644,2.5276,8.3472,7.7178,3.84,-10.6061,-2.3326,-3.4226,11.9931,29.80,2012-08-16,1,-10.6061,1.50%,0.15%,1,0.15%,1,-3.6377
560003,益民创新优势,YMCXYS,2019-02-22,0.7476,0.7676,0.5650,2.6218,8.2850,7.9255,3.9344,-14.4427,-12.3667,-16.5905,12.3028,-24.1015,2007-07-11,1,-14.5113,1.50%,0.15%,1,0.15%,1,-7.5439
560002,益民红利成长,YMHLCZ,2019-02-22,0.3779,1.2645,0.5053,2.5509,8.2498,8.4673,4.1046,-10.8727,-12.0754,-16.4493,12.1698,3.0948,2006-11-21,1,-10.9434,1.50%,0.15%,1,0.15%,1,-14.4054
550019,信诚优质纯债债券B,XCYZCZZQB,2019-02-22,1.08,1.3990,0.1855,0.1855,0.9345,3.1519,7.2492,5.0583,10.8910,11.8724,1.2184,43.83,2013-02-07,1,4.8638,0.00%,0.00%,,0.00%,0,47.9733
550018,信诚优质纯债债券A,XCYZCZZQA,2019-02-22,1.0830,1.4390,0.1850,0.1850,1.0261,3.4384,7.7612,5.8651,12.1742,13.91,1.3096,48.8866,2013-02-07,1,5.6696,0.80%,0.08%,1,0.08%,1,52.3916
550016,信诚至远C,XCZYC,2019-02-22,1.4778,1.4778,0.4486,0.9495,2.0439,3.6689,6.1943,0.8462,52.3505,49.2418,2.5609,159.2569,2012-12-12,1,0.3958,0.00%,0.00%,,0.00%,0,153.4152
550015,信诚至远A,XCZYA,2019-02-22,1.0285,1.0285,0.4493,0.9521,2.0539,3.6899,6.2829,0.7247,3.9229,7.6210,2.5730,23.9547,2012-12-12,1,0.2742,0.80%,0.08%,1,0.08%,1,17.6953
550009,信诚中小盘混合,XCZXPHH,2019-02-22,1.2590,1.3890,3.4511,6.1552,13.5258,7.6069,-3.5987,-19.9618,-15.1617,-22.8081,16.0369,42.2547,2010-02-10,1,-22.5047,1.50%,0.15%,1,0.15%,1,23.5526
550008,信诚优胜精选混合,XCYSJXHH,2019-02-22,1.2010,1.9670,1.7797,4.1630,9.2811,6.2832,1.9525,-19.9334,-2.0819,8.6711,13.1951,96.4773,2009-08-26,1,-21.2000,1.50%,0.15%,1,0.15%,1,65.5243
550005,信诚三得益债券B,XCSDYZQB,2019-02-22,1.1060,1.5730,0.2720,0.6369,1.1894,2.2181,2.7881,4.9336,7.4830,14.4889,2.0295,67.1685,2008-09-27,1,4.5540,0.00%,0.00%,,0.00%,0,48.2565
550004,信诚三得益债券A,XCSDYZQA,2019-02-22,1.1340,1.63,0.2653,0.6211,1.25,2.3466,2.9973,5.3903,8.4130,16.2340,2.0702,75.2725,2008-09-27,1,5.0186,0.80%,0.08%,1,0.08%,1,51.8494
550003,信诚盛世蓝筹混合,XCSSLCHH,2019-02-22,2.2120,3.1110,2.1237,4.7845,9.7222,7.5876,2.9316,-15.0211,6.3979,21.9866,14.1383,246.1871,2008-06-04,1,-16.7115,1.50%,0.15%,1,0.15%,1,73.7887
550002,中信保诚精萃成长混合,ZXBCJCCZHH,2019-02-22,0.5441,2.7798,2.4092,5.8972,12.4638,8.9660,3.7362,-16.6066,5.3763,3.2631,16.5845,260.9113,2006-11-27,1,-18.6144,1.50%,0.15%,1,0.15%,1,53.2364
550001,信诚四季红混合,XCSJHHH,2019-02-22,0.7601,2.3915,1.4413,3.7113,6.6957,0.3830,-6.8619,-26.8682,-20.3463,-19.4972,8.3535,195.3663,2006-04-29,1,-27.8207,1.20%,0.12%,1,0.12%,1,21.5191
541005,汇丰晋信平稳增利债券C,HFJXPWZLZQC,2019-02-22,1.0956,1.2830,0.0914,0.1463,0.6060,1.7176,3.30,6.2555,6.6485,5.3247,1.0515,30.5794,2011-06-07,1,6.1197,0.00%,0.00%,,0.00%,0,20.9403
540012,汇丰晋信恒生龙头指数A,HFJXHSLTZSA,2019-02-22,1.4738,1.8438,0.9867,3.2869,9.6088,10.0919,4.7105,-11.2383,23.5277,55.3035,14.7641,85.6498,2012-08-01,1,-11.7020,1.20%,0.12%,1,0.12%,1,109.8449
540010,汇丰晋信科技先锋,HFJXKJXF,2019-02-22,1.6683,1.6683,5.2887,11.8014,22.7775,15.6373,4.0282,-10.2727,-13.4834,-21.0272,23.9358,66.83,2011-07-27,1,-15.4951,1.50%,0.15%,1,0.15%,1,12.6012
540009,汇丰晋信消费红利,HFJXXFHL,2019-02-22,0.91,1.2270,1.5172,4.5857,9.8768,3.9050,1.5059,-14.1346,17.4960,44.0003,11.0568,20.8265,2010-12-08,1,-15.3895,1.50%,0.15%,1,0.15%,1,31.8491
540008,汇丰晋信低碳先锋,HFJXDTXF,2019-02-22,1.0730,1.1730,2.3464,5.1033,14.2218,11.8641,-1.8568,-22.7836,-33.9245,-33.7572,16.4784,17.0104,2010-06-08,1,-24.4027,1.50%,0.15%,1,0.15%,1,-11.3736
540007,汇丰晋信中小盘股票,HFJXZXPGP,2019-02-22,1.0357,1.0557,3.1163,7.0824,12.2955,10.2161,3.8713,-10.8845,-12.1916,-0.6808,14.1267,5.4652,2009-12-11,1,-13.2851,1.50%,0.15%,1,0.15%,1,19.5406
540006,汇丰晋信大盘股票A,HFJXDPGPA,2019-02-22,3.1204,3.1804,2.5469,6.5565,14.0831,13.1974,12.6417,-5.4768,13.0252,49.23,18.9948,230.5893,2009-06-24,1,-7.7336,1.50%,0.15%,1,0.15%,1,181.9299
540005,汇丰晋信平稳增利债券A,HFJXPWZLZQA,2019-02-22,1.1029,1.2825,0.0908,0.1453,0.6296,1.80,3.4713,6.6325,7.4010,6.4191,1.0908,30.8496,2008-12-03,1,6.4971,0.80%,0.08%,1,0.08%,1,23.4187
540004,汇丰晋信2026周期混合,HFJX2026ZQHH,2019-02-22,1.6363,2.2563,1.2625,9.7083,18.7187,18.3238,17.9315,10.0551,21.9936,22.7347,24.6799,157.5015,2008-07-23,1,7.3581,1.50%,0.15%,1,0.15%,1,53.1399
540003,汇丰晋信动态策略,HFJXDTCL,2019-02-22,1.7345,2.3745,2.2580,5.7751,12.5203,13.0999,11.3072,-10.2551,1.6348,15.2978,18.1701,158.7634,2007-04-09,1,-12.1384,1.50%,0.15%,1,0.15%,1,107.7435
540002,汇丰晋信龙腾混合,HFJXLTHH,2019-02-22,1.4726,3.3086,2.3634,4.9758,9.1543,7.3558,3.1810,-12.1046,-6.8861,16.0848,11.8063,371.1521,2006-09-27,1,-13.9071,1.50%,0.15%,1,0.15%,1,86.8194
540001,汇丰晋信2016周期,HFJX2016ZQ,2019-02-22,1.0379,2.5359,0.1447,0.2899,0.9532,1.8947,2.8449,6.4994,8.5657,7.8745,1.2783,195.8481,2006-05-23,1,6.3353,0.75%,0.075%,1,0.075%,1,39.8180
539003,建信全球资源混合(QDII),JXQQZYHHQDII,2019-02-21,0.8590,0.8910,-1.0369,1.1779,2.3838,-0.8084,-8.03,-0.5787,3.4940,33.5926,7.9146,-11.3457,2012-06-26,1,0.3469,1.60%,0.16%,1,0.16%,1,-17.3244
539002,建信新兴市场混合(QDII),JXXXSCHHQDII,2019-02-21,0.8990,0.8990,-0.1111,0,3.9306,3.2147,-1.3172,-5.2687,6.5166,40.0312,7.6647,-10.10,2011-06-21,1,-6.1522,1.60%,0.16%,1,0.16%,1,2.1591
539001,建信全球机遇混合(QDII),JXQQJYHHQDII,2019-02-21,1.3820,1.3820,-0.6470,0.2175,2.2946,1.0234,-7.4967,-2.1246,12.8163,44.4096,6.9659,38.20,2010-09-14,1,-2.9986,1.60%,0.16%,1,0.16%,1,35.8899
531021,建信纯债C,JXCZC,2019-02-22,1.3090,1.3090,0,0,0.2297,1.5516,3.5601,8.3609,11.3095,11.5942,0.7698,30.90,2012-11-15,1,8.3609,0.00%,0.00%,,0.00%,0,34.1189
531020,建信转债增强债券C,JXZZZQZQC,2019-02-22,2.2780,2.2780,2.5203,4.8320,8.5279,7.9109,6.8480,-2.3993,-5.5556,-6.6393,9.9421,127.80,2012-05-29,1,-5.6127,0.00%,0.00%,,0.00%,0,122.2439
531017,建信双息红利债券C,JXSXHLZQC,2019-02-22,1.0860,1.4170,0.6487,1.1173,2.1637,2.8409,3.5271,2.6465,0.7129,2.0480,2.8409,43.3824,2014-09-01,1,1.8904,,0.00%,,,,
531009,建信增强债券C,JXZQZQC,2019-02-22,1.5420,1.6570,0.6527,1.5142,2.3904,2.3225,2.6632,-1.0904,2.3904,3.9784,2.5266,71.9153,2009-06-02,1,-1.8602,0.00%,0.00%,,0.00%,0,48.5549
531008,建信稳定增利债券A,JXWDZLZQA,2019-02-22,1.79,1.79,0.5053,0.7882,1.5315,3.5280,5.7919,9.4801,9.7486,10.0184,2.2273,40.2821,2014-09-29,1,8.8074,0.60%,0.06%,1,0.06%,1,
530021,建信纯债A,JXCZA,2019-02-22,1.3420,1.3420,0,0.0746,0.3740,1.7437,3.87,8.8402,12.2074,12.9630,0.9023,34.20,2012-11-15,1,8.7591,0.80%,0.08%,1,0.08%,1,36.7992
530020,建信转债增强债券A,JXZZZQZQA,2019-02-22,2.3340,2.3340,2.5033,4.8518,8.5581,7.9556,7.0151,-2.0973,-4.89,-5.6589,9.9906,133.40,2012-05-29,1,-5.3272,0.80%,0.08%,1,0.08%,1,126.1628
530019,建信社会责任混合,JXSHZRHH,2019-02-22,1.8640,1.8640,3.3259,6.0296,15.0617,9.7116,3.1544,-14.2989,-7.0324,2.3613,14.4260,86.40,2012-08-14,1,-16.9195,1.50%,0.15%,1,0.15%,1,41.7490
530018,建信深证100增强,JXSZ100ZQ,2019-02-22,1.4678,1.4678,2.0794,5.8790,13.6068,9.5373,0.8936,-18.2830,1.2974,13.0294,18.3710,46.78,2012-03-16,1,-19.8976,1.50%,0.15%,1,0.15%,1,68.9651
530017,建信双息红利债券A,JXSXHLZQA,2019-02-22,1.13,1.6760,0.6233,1.0734,2.17,2.9144,3.6697,3.0082,1.3976,3.0297,2.9144,78.6102,2011-12-13,1,2.2790,0.80%,0.08%,1,0.08%,1,57.5036
530016,建信恒稳价值,JXHWJZ,2019-02-22,1.8990,1.9990,1.7685,3.0944,7.5312,5.2661,2.3168,-13.0494,8.7629,14.3976,7.7141,106.9620,2011-11-22,1,-14.1941,1.50%,0.15%,1,0.15%,1,57.5934
530015,建信深证基本面60ETF联接A,JXSZJBM60ETFLJA,2019-02-22,1.8417,1.8417,1.5270,5,13.5660,13.6571,13.6431,-9.5743,20.0039,43.0002,19.8555,84.17,2011-09-08,1,-10.6250,1.50%,0.15%,1,0.15%,1,133.6293
530012,建信积极配置混合,JXJJPZHH,2019-02-22,2.07,2.1380,3.6555,8.2636,12.6837,10.2236,7.7563,-1.8492,3.2934,8.1505,14.3015,121.0619,2011-01-18,1,-6.2115,1.50%,0.15%,1,0.15%,1,106.5868
530011,建信内生动力混合,JXNSDLHH,2019-02-22,1.2970,1.5770,2.2871,3.5943,8.1734,5.3004,0.7256,-15.5038,7.3324,15.6053,7.7034,56.9657,2010-11-16,1,-16.8719,1.50%,0.15%,1,0.15%,1,65.5756
530010,建信责任联接,JXZRLJ,2019-02-22,1.7421,1.7421,1.7522,4.0246,8.2924,5.1993,5.8255,-6.2480,13.7809,32.7011,12.5460,74.21,2010-05-28,1,-7.3673,1.50%,0.15%,1,0.15%,1,90.3934
530009,建信增强债券A,JXZQZQA,2019-02-22,1.6030,1.7180,0.6277,1.52,2.3627,2.4281,2.8223,-0.7430,3.2196,5.2528,2.5592,78.4442,2009-06-02,1,-1.4860,0.80%,0.08%,1,0.08%,1,51.5123
530008,建信稳定增利债券C,JXWDZLZQC,2019-02-22,1.75,2.0230,0.5169,0.8065,1.4493,3.4279,5.5489,9.0343,8.8309,8.5608,2.16,121.0849,2008-06-25,1,8.3489,0.00%,0.00%,,0.00%,0,50.4729
530006,建信核心精选混合,JXHXJXHH,2019-02-22,1.3590,2.2630,2.0270,3.7405,8.8943,6.4213,0.5922,-14.3667,-3.7013,-8.6922,13.0616,183.1069,2008-11-25,1,-15.6270,1.50%,0.15%,1,0.15%,1,40.9879
530005,建信优化配置,JXYHPZ,2019-02-22,1.1734,1.7722,2.0525,4.5625,10.7922,8.6482,2.2928,-12.8555,-7.5219,-6.8264,13.8339,78.7172,2007-03-01,1,-14.3186,1.50%,0.15%,1,0.15%,1,34.0651
530003,建信优选成长混合A,JXYXCZHHA,2019-02-22,1.7825,3.2325,4.0754,9.2218,14.2921,10.9003,6.8133,-3.3928,4.6375,11.6155,16.7092,312.0948,2006-09-08,1,-8.0809,1.50%,0.15%,1,0.15%,1,98.0995
530001,建信恒久价值混合,JXHJJZHH,2019-02-22,0.6405,2.7081,3.2565,8.1195,13.7050,7.0891,-1.9593,-20.4447,-15.8234,-20.7498,15.5095,251.6634,2005-12-01,1,-23.1151,1.50%,0.15%,1,0.15%,1,11.9755
519997,长信银利精选混合,CXYLJXHH,2019-02-22,0.9502,2.9902,2.4254,4.6015,10.2192,8.9179,6.3696,-6.1994,10.9134,21.7646,13.5516,362.6445,2005-01-17,1,-8.2034,1.50%,0.15%,1,0.15%,1,68.8993
519995,长信金利趋势混合,CXJLQSHH,2019-02-22,0.4404,2.6339,2.4186,4.5833,10.2102,8.2064,3.2784,-9.2562,-15.4780,-9.0582,12.9810,161.4273,2006-04-30,1,-11.2343,1.50%,0.15%,1,0.15%,1,60.5409
519993,长信增利动态策略混合,CXZLDTCLHH,2019-02-22,0.8611,2.4801,1.2225,2.5607,8.6150,3.3609,1.0918,-9.3865,-15.1947,-11.0586,8.7934,187.1736,2006-11-09,1,-9.9442,1.50%,0.15%,1,0.15%,1,61.1374
519991,长信双利优选混合A,CXSLYXHHA,2019-02-22,1.2410,1.98,2.3083,3.9364,9.0510,7.6322,-2.3603,-9.6299,6.9392,8.3269,12.8182,127.7126,2008-06-19,1,-11.1591,1.50%,0.15%,1,0.15%,1,38.1276
519989,长信利丰债券C,CXLFZQC,2019-02-22,1.3310,1.9290,0.6808,1.2938,4.3103,3.9844,1.5448,2.8293,3.7938,0.9531,6.3099,114.50,2008-12-29,1,2.2885,,0.00%,,,,59.6053
519987,长信恒利优势混合,CXHLYSHH,2019-02-22,0.9370,1.2530,1.6269,3.6504,9.7190,6.1155,2.2925,-3.6999,-1.2298,2.7355,10.3651,25.5826,2009-07-30,1,-4.8305,1.50%,0.15%,1,0.15%,1,41.9012
519985,长信纯债壹号债券A,CXCZYHZQA,2019-02-22,1.2018,1.4518,-0.0250,-0.0083,0.3507,2.0637,3.6928,6.3351,9.7864,10.0155,1.3322,47.5858,2010-06-28,1,6.3528,0.60%,0.06%,1,0.06%,1,33.5618
519983,长信量化先锋混合A,CXLHXFHHA,2019-02-22,1.2310,2.0810,1.5677,3.8818,8.0772,5.3037,-2.2240,-19.5951,-31.1391,-10.2341,11.4027,89.1929,2010-11-18,1,-20.4441,1.50%,0.15%,1,0.15%,1,107.9043
519981,长信美国标普100,CXMGBP100,2019-02-21,1.2820,1.6780,-1.0039,0.3130,2.3144,0.4702,-3.6090,7.1906,9.0136,33.8205,7.5503,86.9915,2011-03-30,1,8.2776,1.40%,0.14%,1,0.14%,1,43.0384
519979,长信内需成长混合A,CXNXCZHHA,2019-02-22,1.3420,2.0370,1.0542,1.9757,8.4006,11.0927,-0.2972,-13.2515,10.6775,5.0398,15.6896,132.7001,2011-10-20,1,-13.3807,1.50%,0.15%,1,0.15%,1,49.4251
519977,长信可转债债券A,CXKZZZQA,2019-02-22,1.3040,2.2640,1.6923,3.4264,8.5762,7.6174,5.4078,0.9522,8.2427,3.0504,11.2249,152.4742,2012-03-30,1,-0.8284,0.80%,0.08%,1,0.08%,1,124.0895
519976,长信可转债债券C,CXKZZZQC,2019-02-22,1.2737,2.1807,1.6926,3.4183,8.5385,7.5306,5.1949,0.5288,7.3312,1.7657,11.1722,138.9567,2012-03-30,1,-1.2392,,0.00%,,,,116.3990
519975,长信量化中小盘股票,CXLHZXPGP,2019-02-22,0.7110,1.1110,1.7167,4.2522,8.0546,4.5588,-3.5279,-21.0877,-34.2276,-19.7986,12.1450,-2.3949,2015-02-04,1,-22.1976,1.50%,0.15%,1,0.15%,1,
519971,长信改革红利混合,CXGGHLHH,2019-02-22,1.1350,1.3980,0.3537,0.9786,3.1819,3.9377,3.0881,1.7025,9.0298,13.0487,4.1285,43.1048,2014-08-06,1,1.4337,1.50%,0.15%,1,0.15%,1,
519969,长信新利灵活配置混合,CXXLLHPZHH,2019-02-22,1.0230,1.2110,0.1959,0.4911,1.0869,2.0855,2.2524,0.6471,11.6554,13.9598,1.5889,21.4811,2015-02-11,1,0.6471,1.50%,0.15%,1,0.15%,1,
519967,长信利富债券,CXLFZQ,2019-02-22,1.0012,1.0012,0.08,0.6231,4.4876,4.2591,1.5210,1.4284,1.6344,-1.3110,6.5446,0.12,2015-05-06,1,1.3069,0.80%,0.08%,1,0.08%,1,
